time_of_day,season,fossil_gas_previous,ren_avg_dif
1.0,0.25,229.0,162.20226648351627
1.0,0.25,225.0,-2.797733516483732
0.0,0.25,199.0,137.20226648351627
0.0,0.25,200.0,-107.79773351648372
0.0,0.25,201.0,-2.797733516483732
0.0,0.25,201.0,223.20226648351627
0.0,0.25,282.0,581.2022664835163
0.0,0.25,405.0,1050.2022664835165
0.0,0.25,486.0,1284.2022664835165
0.0,0.25,516.0,1451.2022664835165
0.5,0.25,498.0,973.2022664835164
0.5,0.25,515.0,-345.79773351648373
0.5,0.25,405.0,-705.7977335164837
0.5,0.25,395.0,-906.7977335164836
0.5,0.25,396.0,-751.7977335164837
0.5,0.25,469.0,-826.7977335164837
0.5,0.25,512.0,-939.7977335164836
0.5,0.25,507.0,-985.7977335164836
0.5,0.25,419.0,-1114.7977335164835
1.0,0.25,388.0,-1354.7977335164835
1.0,0.25,515.0,-542.7977335164837
1.0,0.25,528.0,1177.2022664835165
1.0,0.25,529.0,1601.2022664835165
1.0,0.25,524.0,240.20226648351627
1.0,0.25,523.0,0.2022664835162686
1.0,0.25,314.0,352.20226648351627
0.0,0.25,168.0,-81.79773351648373
0.0,0.25,167.0,-806.7977335164837
0.0,0.25,164.0,-1189.7977335164835
0.0,0.25,165.0,-1374.7977335164835
0.0,0.25,167.0,-1411.7977335164835
0.0,0.25,169.0,-1380.7977335164835
0.0,0.25,171.0,-869.7977335164837
0.0,0.25,199.0,-827.7977335164837
0.5,0.25,199.0,-704.7977335164837
0.5,0.25,191.0,-473.7977335164837
0.5,0.25,188.0,-635.7977335164837
0.5,0.25,197.0,-542.7977335164837
0.5,0.25,194.0,-661.7977335164837
0.5,0.25,188.0,-737.7977335164837
0.5,0.25,186.0,-695.7977335164837
0.5,0.25,186.0,-778.7977335164837
0.5,0.25,186.0,-858.7977335164837
1.0,0.25,184.0,-978.7977335164836
1.0,0.25,203.0,-1420.7977335164835
1.0,0.25,208.0,-1287.7977335164835
1.0,0.25,208.0,-759.7977335164837
1.0,0.25,201.0,-549.7977335164837
1.0,0.25,201.0,-1249.7977335164835
1.0,0.25,266.0,-1623.7977335164835
0.0,0.25,371.0,-1889.797733516484
0.0,0.25,462.0,-2180.797733516484
0.0,0.25,466.0,-2349.797733516484
0.0,0.25,485.0,-2548.797733516484
0.0,0.25,504.0,-2443.797733516484
0.0,0.25,586.0,-1553.7977335164835
0.0,0.25,630.0,-1614.7977335164835
0.0,0.25,577.0,-1888.797733516484
0.5,0.25,385.0,-2219.797733516484
0.5,0.25,299.0,-1764.7977335164835
0.5,0.25,301.0,-1361.7977335164835
0.5,0.25,301.0,-1170.7977335164835
0.5,0.25,298.0,-1076.7977335164835
0.5,0.25,296.0,-1029.7977335164835
0.5,0.25,296.0,-962.7977335164836
0.5,0.25,293.0,-961.7977335164836
0.5,0.25,295.0,-1082.7977335164835
1.0,0.25,291.0,-1381.7977335164835
1.0,0.25,298.0,-1792.7977335164835
1.0,0.25,381.0,-158.79773351648373
1.0,0.25,571.0,24.20226648351627
1.0,0.25,603.0,-148.79773351648373
1.0,0.25,604.0,-567.7977335164837
1.0,0.25,637.0,-1554.7977335164835
0.0,0.25,628.0,-2384.797733516484
0.0,0.25,619.0,-2740.797733516484
0.0,0.25,607.0,-2774.797733516484
0.0,0.25,606.0,-2495.797733516484
0.0,0.25,621.0,-2574.797733516484
0.0,0.25,622.0,-2499.797733516484
0.0,0.25,623.0,-1694.7977335164835
0.0,0.25,621.0,-1815.797733516484
0.5,0.25,514.0,-1880.797733516484
0.5,0.25,366.0,-1487.7977335164835
0.5,0.25,298.0,-1241.7977335164835
0.5,0.25,154.0,-1197.7977335164835
0.5,0.25,154.0,-1097.7977335164835
0.5,0.25,154.0,-1183.7977335164835
0.5,0.25,154.0,-1321.7977335164835
0.5,0.25,158.0,-1486.7977335164835
0.5,0.25,158.0,-1599.7977335164835
1.0,0.25,155.0,-1960.797733516484
1.0,0.25,160.0,-2131.797733516484
1.0,0.25,196.0,338.20226648351627
1.0,0.25,434.0,498.2022664835162
1.0,0.25,485.0,-11.797733516483731
1.0,0.25,561.0,-613.7977335164837
1.0,0.25,668.0,-1083.7977335164835
0.0,0.25,668.0,-2161.797733516484
0.0,0.25,621.0,-2308.797733516484
0.0,0.25,620.0,-2480.797733516484
0.0,0.25,619.0,-2644.797733516484
0.0,0.25,622.0,-2454.797733516484
0.0,0.25,622.0,-2016.797733516484
0.0,0.25,621.0,-2010.797733516484
0.0,0.25,621.0,-2114.797733516484
0.5,0.25,425.0,-2484.797733516484
0.5,0.25,305.0,-2330.797733516484
0.5,0.25,308.0,-1988.797733516484
0.5,0.25,222.0,-1648.7977335164835
0.5,0.25,150.0,-1590.7977335164835
0.5,0.25,151.0,-1405.7977335164835
0.5,0.25,152.0,-1307.7977335164835
0.5,0.25,153.0,-1143.7977335164835
0.5,0.25,154.0,-1064.7977335164835
1.0,0.25,151.0,-1212.7977335164835
1.0,0.25,151.0,-1574.7977335164835
1.0,0.25,152.0,-348.79773351648373
1.0,0.25,154.0,619.2022664835163
1.0,0.25,155.0,-196.79773351648373
1.0,0.25,154.0,-543.7977335164837
1.0,0.25,156.0,-960.7977335164836
0.0,0.25,149.0,-1238.7977335164835
0.0,0.25,151.0,-1540.7977335164835
0.0,0.25,151.0,-1830.797733516484
0.0,0.25,226.0,-1915.797733516484
0.0,0.25,308.0,-1691.7977335164835
0.0,0.25,308.0,-1359.7977335164835
0.0,0.25,313.0,-960.7977335164836
0.0,0.25,324.0,-589.7977335164837
0.5,0.25,324.0,-424.7977335164837
0.5,0.25,325.0,-19.79773351648373
0.5,0.25,183.0,-526.7977335164837
0.5,0.25,155.0,-680.7977335164837
0.5,0.25,141.0,-487.7977335164837
0.5,0.25,154.0,-276.79773351648373
0.5,0.25,178.0,-367.7977335164837
0.5,0.25,177.0,-213.79773351648373
0.5,0.25,165.0,60.20226648351627
1.0,0.25,144.0,-28.79773351648373
1.0,0.25,146.0,-311.79773351648373
1.0,0.25,145.0,351.20226648351627
1.0,0.25,146.0,573.2022664835163
1.0,0.25,142.0,435.2022664835162
1.0,0.25,140.0,-684.7977335164837
1.0,0.25,140.0,-1168.7977335164835
0.0,0.25,129.0,-1368.7977335164835
0.0,0.25,126.0,-1332.7977335164835
0.0,0.25,126.0,-1277.7977335164835
0.0,0.25,128.0,-1385.7977335164835
0.0,0.25,132.0,-1441.7977335164835
0.0,0.25,133.0,-667.7977335164837
0.0,0.25,141.0,766.2022664835163
0.0,0.25,173.0,945.2022664835164
0.5,0.25,185.0,282.20226648351627
0.5,0.25,188.0,-345.79773351648373
0.5,0.25,190.0,-513.7977335164837
0.5,0.25,188.0,-543.7977335164837
0.5,0.25,181.0,-531.7977335164837
0.5,0.25,172.0,-60.79773351648373
0.5,0.25,176.0,231.20226648351627
0.5,0.25,177.0,441.2022664835162
0.5,0.25,176.0,253.20226648351627
1.0,0.25,195.0,56.20226648351627
1.0,0.25,255.0,762.2022664835163
1.0,0.25,398.0,1395.2022664835165
1.0,0.25,398.0,2362.2022664835163
1.0,0.25,387.0,1523.2022664835165
1.0,0.25,385.0,655.2022664835163
1.0,0.25,319.0,649.2022664835163
0.0,0.25,133.0,-493.7977335164837
0.0,0.25,131.0,-481.7977335164837
0.0,0.25,132.0,-407.7977335164837
0.0,0.25,131.0,-478.7977335164837
0.0,0.25,131.0,-545.7977335164837
0.0,0.25,131.0,-218.79773351648373
0.0,0.25,137.0,1159.2022664835165
0.0,0.25,176.0,1401.2022664835165
0.5,0.25,194.0,95.20226648351628
0.5,0.25,197.0,431.2022664835162
0.5,0.25,200.0,383.2022664835162
0.5,0.25,201.0,237.20226648351627
0.5,0.25,204.0,217.20226648351627
0.5,0.25,250.0,235.20226648351627
0.5,0.25,247.0,259.20226648351627
0.5,0.25,229.0,309.20226648351627
0.5,0.25,222.0,320.20226648351627
1.0,0.25,223.0,255.20226648351627
1.0,0.25,226.0,240.20226648351627
1.0,0.25,224.0,485.2022664835162
1.0,0.25,220.0,1572.2022664835165
1.0,0.25,213.0,982.2022664835164
1.0,0.25,213.0,-61.79773351648373
1.0,0.25,214.0,-328.79773351648373
0.0,0.25,169.0,-688.7977335164837
0.0,0.25,171.0,-946.7977335164836
0.0,0.25,170.0,-1038.7977335164835
0.0,0.25,171.0,-1174.7977335164835
0.0,0.25,172.0,-938.7977335164836
0.0,0.25,177.0,-41.79773351648373
0.0,0.25,186.0,1252.2022664835165
0.0,0.25,219.0,1069.2022664835165
0.5,0.25,229.0,-384.7977335164837
0.5,0.25,231.0,-346.79773351648373
0.5,0.25,226.0,375.2022664835162
0.5,0.25,226.0,701.2022664835163
0.5,0.25,221.0,719.2022664835163
0.5,0.25,217.0,746.2022664835163
0.5,0.25,214.0,668.2022664835163
0.5,0.25,181.0,724.2022664835163
0.5,0.25,179.0,742.2022664835163
1.0,0.25,179.0,531.2022664835163
1.0,0.25,184.0,-30.79773351648373
1.0,0.25,224.0,713.2022664835163
1.0,0.25,225.0,1804.2022664835165
1.0,0.25,220.0,1661.2022664835165
1.0,0.25,223.0,1168.2022664835165
1.0,0.25,281.0,411.2022664835162
0.0,0.25,359.0,-176.79773351648373
0.0,0.25,461.0,-152.79773351648373
0.0,0.25,431.0,-31.79773351648373
0.0,0.25,433.0,-496.7977335164837
0.0,0.25,431.0,-371.7977335164837
0.0,0.25,431.0,45.20226648351627
0.0,0.25,436.0,779.2022664835163
0.0,0.25,366.0,675.2022664835163
0.5,0.25,234.0,5.202266483516269
0.5,0.25,243.0,560.2022664835163
0.5,0.25,244.0,942.2022664835164
0.5,0.25,243.0,1183.2022664835165
0.5,0.25,238.0,1365.2022664835165
0.5,0.25,234.0,1565.2022664835165
0.5,0.25,231.0,1566.2022664835165
0.5,0.25,223.0,1482.2022664835165
0.5,0.25,214.0,1297.2022664835165
1.0,0.25,212.0,953.2022664835164
1.0,0.25,167.0,430.2022664835162
1.0,0.25,168.0,540.2022664835163
1.0,0.25,171.0,1234.2022664835165
1.0,0.25,169.0,575.2022664835163
1.0,0.25,163.0,-35.79773351648373
1.0,0.25,164.0,-229.79773351648373
0.0,0.25,125.0,-492.7977335164837
0.0,0.25,123.0,-826.7977335164837
0.0,0.25,123.0,-802.7977335164837
0.0,0.25,123.0,-795.7977335164837
0.0,0.25,123.0,-807.7977335164837
0.0,0.25,123.0,-647.7977335164837
0.0,0.25,120.0,-415.7977335164837
0.0,0.25,118.0,-657.7977335164837
0.5,0.25,119.0,-666.7977335164837
0.5,0.25,126.0,-402.7977335164837
0.5,0.25,127.0,-237.79773351648373
0.5,0.25,127.0,-234.79773351648373
0.5,0.25,126.0,-345.79773351648373
0.5,0.25,126.0,-489.7977335164837
0.5,0.25,122.0,-526.7977335164837
0.5,0.25,122.0,-431.7977335164837
0.5,0.25,121.0,-375.7977335164837
1.0,0.25,122.0,-477.7977335164837
1.0,0.25,122.0,-866.7977335164837
1.0,0.25,123.0,-323.79773351648373
1.0,0.25,125.0,860.2022664835163
1.0,0.25,126.0,292.20226648351627
1.0,0.25,120.0,-842.7977335164837
1.0,0.25,120.0,-910.7977335164836
0.0,0.25,117.0,-990.7977335164836
0.0,0.25,116.0,-1105.7977335164835
0.0,0.25,117.0,-1046.7977335164835
0.0,0.25,121.0,-1011.7977335164836
0.0,0.25,122.0,-999.7977335164836
0.0,0.25,122.0,-905.7977335164836
0.0,0.25,142.0,-650.7977335164837
0.0,0.25,160.0,-317.79773351648373
0.5,0.25,158.0,-23.79773351648373
0.5,0.25,156.0,103.20226648351628
0.5,0.25,154.0,-79.79773351648373
0.5,0.25,154.0,-287.79773351648373
0.5,0.25,153.0,-242.79773351648373
0.5,0.25,152.0,-437.7977335164837
0.5,0.25,152.0,-1159.7977335164835
0.5,0.25,136.0,-1241.7977335164835
0.5,0.25,146.0,-1261.7977335164835
1.0,0.25,151.0,-1227.7977335164835
1.0,0.25,153.0,-1718.7977335164835
1.0,0.25,186.0,-572.7977335164837
1.0,0.25,184.0,454.2022664835162
1.0,0.25,244.0,728.2022664835163
1.0,0.25,315.0,-14.797733516483731
1.0,0.25,353.0,-299.79773351648373
0.0,0.25,452.0,-109.79773351648372
0.0,0.25,431.0,-632.7977335164837
0.0,0.25,476.0,-880.7977335164837
0.0,0.25,477.0,-941.7977335164836
0.0,0.25,478.0,-901.7977335164836
0.0,0.25,535.0,-629.7977335164837
0.0,0.25,663.0,589.2022664835163
0.0,0.25,836.0,809.2022664835163
0.5,0.25,835.0,-519.7977335164837
0.5,0.25,844.0,-867.7977335164837
0.5,0.25,842.0,-617.7977335164837
0.5,0.25,838.0,-445.7977335164837
0.5,0.25,833.0,-671.7977335164837
0.5,0.25,867.0,-702.7977335164837
0.5,0.25,864.0,-553.7977335164837
0.5,0.25,892.0,-619.7977335164837
0.5,0.25,938.0,-768.7977335164837
1.0,0.25,966.0,-944.7977335164836
1.0,0.25,964.0,-933.7977335164836
1.0,0.25,1157.0,264.20226648351627
1.0,0.25,1162.0,727.2022664835163
1.0,0.25,1136.0,-117.79773351648372
1.0,0.25,1036.0,-1485.7977335164835
1.0,0.25,887.0,-1566.7977335164835
0.0,0.25,831.0,-2010.797733516484
0.0,0.25,792.0,-1695.7977335164835
0.0,0.25,717.0,-1315.7977335164835
0.0,0.25,801.0,-895.7977335164837
0.0,0.25,905.0,-961.7977335164836
0.0,0.25,1103.0,-610.7977335164837
0.0,0.25,1141.0,908.2022664835164
0.0,0.25,1179.0,1085.2022664835165
0.5,0.25,1181.0,-57.79773351648373
0.5,0.25,910.0,-294.79773351648373
0.5,0.25,880.0,-598.7977335164837
0.5,0.25,1184.0,-565.7977335164837
0.5,0.25,1184.0,-761.7977335164837
0.5,0.25,1219.0,-714.7977335164837
0.5,0.25,1304.0,-650.7977335164837
0.5,0.25,1313.0,-620.7977335164837
0.5,0.25,1340.0,-1054.7977335164835
1.0,0.25,1450.0,-1278.7977335164835
1.0,0.25,1764.0,-1507.7977335164835
1.0,0.25,1948.0,-143.79773351648373
1.0,0.25,1943.0,-65.79773351648373
1.0,0.25,1910.0,-726.7977335164837
1.0,0.25,1891.0,-2244.797733516484
1.0,0.25,1866.0,-2533.797733516484
0.0,0.25,1817.0,-2946.797733516484
0.0,0.25,1810.0,-3169.797733516484
0.0,0.25,1777.0,-3252.797733516484
0.0,0.25,1760.0,-3272.797733516484
0.0,0.25,1798.0,-3256.797733516484
0.0,0.25,1877.0,-2459.797733516484
0.0,0.25,1833.0,-1105.7977335164835
0.0,0.25,1922.0,-656.7977335164837
0.5,0.25,1856.0,-1417.7977335164835
0.5,0.25,1931.0,-1878.797733516484
0.5,0.25,1893.0,-1677.7977335164835
0.5,0.25,1906.0,-1502.7977335164835
0.5,0.25,1949.0,-1165.7977335164835
0.5,0.25,2165.0,-1276.7977335164835
0.5,0.25,2242.0,-1199.7977335164835
0.5,0.25,2213.0,-1092.7977335164835
0.5,0.25,2170.0,-1100.7977335164835
1.0,0.25,2223.0,-1304.7977335164835
1.0,0.25,2339.0,-322.79773351648373
1.0,0.25,2346.0,442.2022664835162
1.0,0.25,2335.0,1019.2022664835164
1.0,0.25,2279.0,-483.7977335164837
1.0,0.25,2244.0,-1713.7977335164835
1.0,0.25,2330.0,-2217.797733516484
0.0,0.25,2303.0,-2460.797733516484
0.0,0.25,2262.0,-2681.797733516484
0.0,0.25,2232.0,-2747.797733516484
0.0,0.25,2280.0,-2717.797733516484
0.0,0.25,2318.0,-2714.797733516484
0.0,0.25,2208.0,-2755.797733516484
0.0,0.25,2236.0,-911.7977335164836
0.0,0.25,2284.0,-590.7977335164837
0.5,0.25,2313.0,-1856.797733516484
0.5,0.25,1942.0,-1866.797733516484
0.5,0.25,2202.0,-1593.7977335164835
0.5,0.25,2216.0,-1286.7977335164835
0.5,0.25,2003.0,-1324.7977335164835
0.5,0.25,2133.0,-1138.7977335164835
0.5,0.25,2069.0,-1040.7977335164835
0.5,0.25,2098.0,-1105.7977335164835
0.5,0.25,2129.0,-1148.7977335164835
1.0,0.25,2157.0,-1440.7977335164835
1.0,0.25,2269.0,-1113.7977335164835
1.0,0.25,2300.0,647.2022664835163
1.0,0.25,2239.0,783.2022664835163
1.0,0.25,2244.0,-721.7977335164837
1.0,0.25,2220.0,-1556.7977335164835
1.0,0.25,2246.0,-2104.797733516484
0.0,0.25,2224.0,-2361.797733516484
0.0,0.25,2220.0,-2525.797733516484
0.0,0.25,2249.0,-2693.797733516484
0.0,0.25,2221.0,-2701.797733516484
0.0,0.25,2192.0,-2375.797733516484
0.0,0.25,2214.0,-903.7977335164836
0.0,0.25,2202.0,-558.7977335164837
0.0,0.25,2232.0,-733.7977335164837
0.5,0.25,2150.0,-1234.7977335164835
0.5,0.25,2185.0,-1121.7977335164835
0.5,0.25,2157.0,-951.7977335164836
0.5,0.25,1586.0,-707.7977335164837
0.5,0.25,1385.0,-397.7977335164837
0.5,0.25,1484.0,-228.79773351648373
0.5,0.25,1428.0,-195.79773351648373
0.5,0.25,1157.0,195.20226648351627
0.5,0.25,1130.0,-370.7977335164837
1.0,0.25,1298.0,-1095.7977335164835
1.0,0.25,1392.0,-1619.7977335164835
1.0,0.25,1496.0,-1070.7977335164835
1.0,0.25,1507.0,-422.7977335164837
1.0,0.25,1526.0,-1025.7977335164835
1.0,0.25,1528.0,-1549.7977335164835
1.0,0.25,1171.0,-1324.7977335164835
0.0,0.25,841.0,-1989.797733516484
0.0,0.25,808.0,-2222.797733516484
0.0,0.25,814.0,-2457.797733516484
0.0,0.25,883.0,-2487.797733516484
0.0,0.25,818.0,-2525.797733516484
0.0,0.25,915.0,-2277.797733516484
0.0,0.25,972.0,-1884.797733516484
0.0,0.25,853.0,-1921.797733516484
0.5,0.25,805.0,-1683.7977335164835
0.5,0.25,745.0,-1577.7977335164835
0.5,0.25,663.0,-1231.7977335164835
0.5,0.25,511.0,-901.7977335164836
0.5,0.25,469.0,-537.7977335164837
0.5,0.25,470.0,-456.7977335164837
0.5,0.25,469.0,-242.79773351648373
0.5,0.25,442.0,-342.79773351648373
0.5,0.25,402.0,-365.7977335164837
1.0,0.25,499.0,-668.7977335164837
1.0,0.25,589.0,-952.7977335164836
1.0,0.25,785.0,679.2022664835163
1.0,0.25,793.0,919.2022664835164
1.0,0.25,793.0,185.20226648351627
1.0,0.25,784.0,-461.7977335164837
1.0,0.25,469.0,-766.7977335164837
0.0,0.25,198.0,-980.7977335164836
0.0,0.25,155.0,-1198.7977335164835
0.0,0.25,158.0,-1378.7977335164835
0.0,0.25,162.0,-1401.7977335164835
0.0,0.25,162.0,-1414.7977335164835
0.0,0.25,162.0,-1428.7977335164835
0.0,0.25,162.0,-1288.7977335164835
0.0,0.25,161.0,-1217.7977335164835
0.5,0.25,166.0,-1159.7977335164835
0.5,0.25,159.0,-876.7977335164837
0.5,0.25,156.0,-309.79773351648373
0.5,0.25,156.0,-57.79773351648373
0.5,0.25,156.0,74.20226648351627
0.5,0.25,154.0,45.20226648351627
0.5,0.25,153.0,122.20226648351628
0.5,0.25,155.0,184.20226648351627
0.5,0.25,155.0,102.20226648351628
1.0,0.25,154.0,50.20226648351627
1.0,0.25,152.0,-333.79773351648373
1.0,0.25,268.0,-289.79773351648373
1.0,0.25,517.0,89.20226648351627
1.0,0.25,727.0,-586.7977335164837
1.0,0.25,828.0,-1463.7977335164835
1.0,0.25,834.0,-1900.797733516484
0.0,0.25,1000.0,-2173.797733516484
0.0,0.25,1273.0,-2366.797733516484
0.0,0.25,1307.0,-2441.797733516484
0.0,0.25,1328.0,-2587.797733516484
0.0,0.25,1336.0,-2753.797733516484
0.0,0.25,1433.0,-2080.797733516484
0.0,0.25,1499.0,-1179.7977335164835
0.0,0.25,1578.0,-1293.7977335164835
0.5,0.25,1619.0,-2027.797733516484
0.5,0.25,1528.0,-2181.797733516484
0.5,0.25,1459.0,-2049.797733516484
0.5,0.25,1584.0,-1941.797733516484
0.5,0.25,1413.0,-1731.7977335164835
0.5,0.25,1409.0,-1715.7977335164835
0.5,0.25,1588.0,-1618.7977335164835
0.5,0.25,1547.0,-1627.7977335164835
0.5,0.25,1452.0,-1689.7977335164835
1.0,0.25,1393.0,-1637.7977335164835
1.0,0.25,1626.0,-1557.7977335164835
1.0,0.25,1847.0,-174.79773351648373
1.0,0.25,1867.0,-221.79773351648373
1.0,0.25,1839.0,-903.7977335164836
1.0,0.25,1834.0,-2099.797733516484
1.0,0.25,1893.0,-2385.797733516484
0.0,0.25,1834.0,-2881.797733516484
0.0,0.25,1784.0,-2991.797733516484
0.0,0.25,1501.0,-3025.797733516484
0.0,0.25,1411.0,-2874.797733516484
0.0,0.25,1437.0,-2396.797733516484
0.0,0.25,1786.0,-1657.7977335164835
0.0,0.25,1817.0,-638.7977335164837
0.0,0.25,1803.0,-766.7977335164837
0.5,0.25,1396.0,-1814.797733516484
0.5,0.25,1135.0,-1751.7977335164835
0.5,0.25,1283.0,-1768.7977335164835
0.5,0.25,1255.0,-1667.7977335164835
0.5,0.25,1473.0,-1705.7977335164835
0.5,0.25,1343.0,-1690.7977335164835
0.5,0.25,1190.0,-1576.7977335164835
0.5,0.25,1083.0,-1458.7977335164835
0.5,0.25,1091.0,-1384.7977335164835
1.0,0.25,1265.0,-1608.7977335164835
1.0,0.25,1540.0,-1928.797733516484
1.0,0.25,1690.0,-514.7977335164837
1.0,0.25,1777.0,-10.797733516483731
1.0,0.25,1879.0,-374.7977335164837
1.0,0.25,1867.0,-1912.797733516484
1.0,0.25,1867.0,-2621.797733516484
0.0,0.25,2075.0,-2807.797733516484
0.0,0.25,2182.0,-3000.797733516484
0.0,0.25,2112.0,-3121.797733516484
0.0,0.25,2098.0,-3263.797733516484
0.0,0.25,2136.0,-3319.797733516484
0.0,0.25,2177.0,-2863.797733516484
0.0,0.25,2184.0,-1278.7977335164835
0.0,0.25,2224.0,-709.7977335164837
0.5,0.25,2181.0,-1870.797733516484
0.5,0.25,2197.0,-2010.797733516484
0.5,0.25,2034.0,-2027.797733516484
0.5,0.25,1802.0,-1983.797733516484
0.5,0.25,1693.0,-1836.797733516484
0.5,0.25,1762.0,-1805.797733516484
0.5,0.25,1818.0,-1447.7977335164835
0.5,0.25,1648.0,-1151.7977335164835
0.5,0.25,1788.0,-1579.7977335164835
1.0,0.25,1888.0,-1986.797733516484
1.0,0.25,1984.0,-2165.797733516484
1.0,0.25,1995.0,-321.79773351648373
1.0,0.25,2008.0,540.2022664835163
1.0,0.25,1984.0,-682.7977335164837
1.0,0.25,1961.0,-2317.797733516484
1.0,0.25,1924.0,-2939.797733516484
0.0,0.25,1898.0,-3172.797733516484
0.0,0.25,1875.0,-3285.797733516484
0.0,0.25,1815.0,-3334.797733516484
0.0,0.25,1955.0,-3423.797733516484
0.0,0.25,1984.0,-3347.797733516484
0.0,0.25,1919.0,-2656.797733516484
0.0,0.25,1721.0,-724.7977335164837
0.0,0.25,1635.0,-685.7977335164837
0.5,0.25,1615.0,-2514.797733516484
0.5,0.25,1421.0,-2094.797733516484
0.5,0.25,1454.0,-1750.7977335164835
0.5,0.25,1607.0,-1776.7977335164835
0.5,0.25,1799.0,-1765.7977335164835
0.5,0.25,1909.0,-1765.7977335164835
0.5,0.25,1911.0,-1960.797733516484
0.5,0.25,1922.0,-1988.797733516484
0.5,0.25,1986.0,-2129.797733516484
1.0,0.25,1893.0,-2214.797733516484
1.0,0.25,1902.0,-1989.797733516484
1.0,0.25,2014.0,-92.79773351648372
1.0,0.25,2000.0,-185.79773351648373
1.0,0.25,1988.0,-996.7977335164836
1.0,0.25,1850.0,-2036.797733516484
1.0,0.25,1846.0,-2352.797733516484
0.0,0.25,1817.0,-2548.797733516484
0.0,0.25,1845.0,-2782.797733516484
0.0,0.25,1980.0,-2773.797733516484
0.0,0.25,1957.0,-2873.797733516484
0.0,0.25,2070.0,-2948.797733516484
0.0,0.25,2213.0,-2780.797733516484
0.0,0.25,2206.0,-1971.797733516484
0.0,0.25,2234.0,-2045.797733516484
0.5,0.25,2220.0,-2060.797733516484
0.5,0.25,2097.0,-2077.797733516484
0.5,0.25,1919.0,-1912.797733516484
0.5,0.25,1809.0,-1781.7977335164835
0.5,0.25,1720.0,-1581.7977335164835
0.5,0.25,1716.0,-1472.7977335164835
0.5,0.25,1469.0,-1593.7977335164835
0.5,0.25,1560.0,-1459.7977335164835
0.5,0.25,1687.0,-1505.7977335164835
1.0,0.25,1806.0,-1519.7977335164835
1.0,0.25,1796.0,-569.7977335164837
1.0,0.25,1781.0,1025.2022664835165
1.0,0.25,1803.0,815.2022664835163
1.0,0.25,1714.0,377.2022664835162
1.0,0.25,1697.0,-556.7977335164837
1.0,0.25,1662.0,-958.7977335164836
0.0,0.25,1440.0,-1355.7977335164835
0.0,0.25,1464.0,-1921.797733516484
0.0,0.25,1478.0,-2165.797733516484
0.0,0.25,1364.0,-2211.797733516484
0.0,0.25,1311.0,-2006.797733516484
0.0,0.25,1367.0,-1805.797733516484
0.0,0.25,1429.0,-1656.7977335164835
0.0,0.25,1420.0,-1567.7977335164835
0.5,0.25,1469.0,-1632.7977335164835
0.5,0.25,1106.0,-1490.7977335164835
0.5,0.25,868.0,-1147.7977335164835
0.5,0.25,520.0,-744.7977335164837
0.5,0.25,424.0,-490.7977335164837
0.5,0.25,430.0,-303.79773351648373
0.5,0.25,464.0,71.20226648351627
0.5,0.25,471.0,-6.797733516483731
0.5,0.25,477.0,-193.79773351648373
1.0,0.25,477.0,-69.79773351648373
1.0,0.25,578.0,-320.79773351648373
1.0,0.25,792.0,-63.79773351648373
1.0,0.25,817.0,788.2022664835163
1.0,0.25,817.0,137.20226648351627
1.0,0.25,809.0,-403.7977335164837
1.0,0.25,589.0,-814.7977335164837
0.0,0.25,160.0,-1032.7977335164835
0.0,0.25,160.0,-1477.7977335164835
0.0,0.25,160.0,-1445.7977335164835
0.0,0.25,156.0,-1572.7977335164835
0.0,0.25,156.0,-1594.7977335164835
0.0,0.25,157.0,-1696.7977335164835
0.0,0.25,158.0,-1798.7977335164835
0.0,0.25,157.0,-1791.7977335164835
0.5,0.25,156.0,-1664.7977335164835
0.5,0.25,155.0,-1382.7977335164835
0.5,0.25,154.0,-971.7977335164836
0.5,0.25,149.0,-911.7977335164836
0.5,0.25,148.0,-771.7977335164837
0.5,0.25,150.0,-895.7977335164837
0.5,0.25,152.0,-428.7977335164837
0.5,0.25,152.0,-398.7977335164837
0.5,0.25,152.0,-554.7977335164837
1.0,0.25,151.0,-641.7977335164837
1.0,0.25,154.0,-1361.7977335164835
1.0,0.25,163.0,-1082.7977335164835
1.0,0.25,166.0,-775.7977335164837
1.0,0.25,167.0,-798.7977335164837
1.0,0.25,168.0,-1591.7977335164835
1.0,0.25,242.0,-1793.7977335164835
0.0,0.25,435.0,-1894.797733516484
0.0,0.25,642.0,-1918.797733516484
0.0,0.25,714.0,-2116.797733516484
0.0,0.25,771.0,-2195.797733516484
0.0,0.25,708.0,-2137.797733516484
0.0,0.25,694.0,-2211.797733516484
0.0,0.25,470.0,-2206.797733516484
0.0,0.25,370.0,-2159.797733516484
0.5,0.25,483.0,-1949.797733516484
0.5,0.25,490.0,-1749.7977335164835
0.5,0.25,769.0,-1090.7977335164835
0.5,0.25,798.0,-912.7977335164836
0.5,0.25,795.0,-768.7977335164837
0.5,0.25,757.0,-859.7977335164837
0.5,0.25,795.0,-874.7977335164837
0.5,0.25,739.0,-865.7977335164837
0.5,0.25,767.0,-836.7977335164837
1.0,0.25,850.0,-802.7977335164837
1.0,0.25,836.0,-1941.797733516484
1.0,0.25,1182.0,-1866.797733516484
1.0,0.25,1400.0,-912.7977335164836
1.0,0.25,1521.0,-1481.7977335164835
1.0,0.25,1616.0,-2128.797733516484
1.0,0.25,1597.0,-2824.797733516484
