date,biomass,fossil_gas_comp,hyd_p_stg,hyd_river,hyd_reser,other,solar,wind_off,wind_on,time_of_day,season,is_covid,is_war,sum_ren,fossil_gas_previous,ren_avg_dif
2022-01-02 00:00:00,387.0,154.0,0.0,520.0,32.0,27.0,0.0,4.0,1933.0,0.0,1.0,0,1,2903.0,746.0,-627.7643856029345
2022-01-02 01:00:00,387.0,154.0,0.0,333.0,42.0,27.0,0.0,3.0,1645.0,0.0,1.0,0,1,2437.0,742.0,-1093.7643856029345
2022-01-02 02:00:00,387.0,153.0,0.0,114.0,34.0,26.0,0.0,3.0,1473.0,0.0,1.0,0,1,2037.0,719.0,-1493.7643856029345
2022-01-02 03:00:00,393.0,155.0,0.0,105.0,38.0,26.0,0.0,2.0,1283.0,0.0,1.0,0,1,1847.0,490.0,-1683.7643856029345
2022-01-02 04:00:00,389.0,155.0,0.0,106.0,38.0,26.0,0.0,2.0,1029.0,0.0,1.0,0,1,1590.0,406.0,-1940.7643856029345
2022-01-02 05:00:00,389.0,177.0,0.0,104.0,43.0,25.0,0.0,1.0,673.0,0.0,1.0,0,1,1235.0,407.0,-2295.7643856029345
2022-01-02 06:00:00,392.0,287.0,0.0,217.0,34.0,26.0,0.0,2.0,510.0,0.0,1.0,0,1,1181.0,408.0,-2349.7643856029345
2022-01-02 07:00:00,386.0,412.0,43.0,307.0,62.0,25.0,1.0,2.0,380.0,0.0,1.0,0,1,1206.0,411.0,-2324.7643856029345
2022-01-02 08:00:00,382.0,510.0,1.0,216.0,54.0,24.0,65.0,2.0,293.0,0.5,1.0,0,1,1037.0,411.0,-2493.7643856029345
2022-01-02 09:00:00,379.0,639.0,0.0,214.0,50.0,25.0,296.0,5.0,258.0,0.5,1.0,0,1,1227.0,409.0,-2303.7643856029345
2022-01-02 10:00:00,383.0,906.0,0.0,167.0,122.0,25.0,485.0,8.0,245.0,0.5,1.0,0,1,1435.0,407.0,-2095.7643856029345
2022-01-02 11:00:00,387.0,978.0,0.0,150.0,115.0,25.0,566.0,9.0,131.0,0.5,1.0,0,1,1383.0,406.0,-2147.7643856029345
2022-01-02 12:00:00,387.0,953.0,0.0,159.0,125.0,25.0,635.0,9.0,107.0,0.5,1.0,0,1,1447.0,404.0,-2083.7643856029345
2022-01-02 13:00:00,387.0,906.0,0.0,145.0,59.0,25.0,650.0,7.0,98.0,0.5,1.0,0,1,1371.0,405.0,-2159.7643856029345
2022-01-02 14:00:00,389.0,952.0,0.0,153.0,24.0,25.0,565.0,5.0,93.0,0.5,1.0,0,1,1254.0,555.0,-2276.7643856029345
2022-01-02 15:00:00,388.0,984.0,0.0,213.0,22.0,26.0,390.0,4.0,72.0,0.5,1.0,0,1,1115.0,827.0,-2415.7643856029345
2022-01-02 16:00:00,385.0,967.0,47.0,533.0,154.0,26.0,125.0,3.0,89.0,0.5,1.0,0,1,1362.0,1074.0,-2168.7643856029345
2022-01-02 17:00:00,388.0,1141.0,1699.0,920.0,431.0,26.0,6.0,2.0,111.0,1.0,1.0,0,1,3583.0,1077.0,52.23561439706555
2022-01-02 18:00:00,390.0,1163.0,1739.0,1502.0,435.0,26.0,0.0,1.0,108.0,1.0,1.0,0,1,4201.0,1081.0,670.2356143970655
2022-01-02 19:00:00,404.0,1267.0,1800.0,1702.0,510.0,25.0,0.0,2.0,105.0,1.0,1.0,0,1,4548.0,843.0,1017.2356143970655
2022-01-02 20:00:00,404.0,1428.0,1705.0,1660.0,700.0,24.0,0.0,1.0,78.0,1.0,1.0,0,1,4572.0,811.0,1041.2356143970655
2022-01-02 21:00:00,405.0,1560.0,1154.0,1246.0,401.0,25.0,0.0,1.0,94.0,1.0,1.0,0,1,3326.0,1011.0,-204.76438560293445
2022-01-02 22:00:00,413.0,1456.0,399.0,758.0,152.0,26.0,0.0,2.0,147.0,1.0,1.0,0,1,1897.0,777.0,-1633.7643856029345
2022-01-02 23:00:00,408.0,1433.0,1664.0,488.0,231.0,26.0,0.0,3.0,218.0,1.0,1.0,0,1,3038.0,747.0,-492.76438560293445
2022-01-03 00:00:00,399.0,1415.0,459.0,504.0,221.0,26.0,0.0,3.0,262.0,0.0,1.0,0,1,1874.0,633.0,-1656.7643856029345
2022-01-03 01:00:00,382.0,1385.0,50.0,250.0,40.0,26.0,0.0,4.0,340.0,0.0,1.0,0,1,1092.0,566.0,-2438.7643856029345
2022-01-03 02:00:00,381.0,1234.0,0.0,103.0,20.0,26.0,0.0,6.0,415.0,0.0,1.0,0,1,951.0,411.0,-2579.7643856029345
2022-01-03 03:00:00,377.0,1186.0,0.0,107.0,20.0,23.0,0.0,9.0,561.0,0.0,1.0,0,1,1097.0,411.0,-2433.7643856029345
2022-01-03 04:00:00,378.0,1140.0,0.0,110.0,20.0,24.0,0.0,11.0,710.0,0.0,1.0,0,1,1253.0,412.0,-2277.7643856029345
2022-01-03 05:00:00,375.0,1323.0,15.0,149.0,20.0,24.0,0.0,14.0,808.0,0.0,1.0,0,1,1405.0,473.0,-2125.7643856029345
2022-01-03 06:00:00,373.0,1649.0,806.0,360.0,89.0,24.0,0.0,21.0,871.0,0.0,1.0,0,1,2544.0,694.0,-986.7643856029345
2022-01-03 07:00:00,370.0,1835.0,1368.0,972.0,341.0,25.0,1.0,21.0,1033.0,0.0,1.0,0,1,4131.0,976.0,600.2356143970655
2022-01-03 08:00:00,368.0,1863.0,1288.0,960.0,298.0,25.0,86.0,23.0,1208.0,0.5,1.0,0,1,4256.0,1025.0,725.2356143970655
2022-01-03 09:00:00,367.0,1942.0,890.0,457.0,177.0,24.0,310.0,22.0,1229.0,0.5,1.0,0,1,3476.0,1078.0,-54.76438560293445
2022-01-03 10:00:00,364.0,1946.0,153.0,154.0,84.0,24.0,515.0,25.0,1288.0,0.5,1.0,0,1,2607.0,1134.0,-923.7643856029345
2022-01-03 11:00:00,357.0,2015.0,0.0,150.0,20.0,25.0,627.0,25.0,1328.0,0.5,1.0,0,1,2532.0,1130.0,-998.7643856029345
2022-01-03 12:00:00,359.0,2033.0,0.0,143.0,20.0,25.0,674.0,24.0,1409.0,0.5,1.0,0,1,2654.0,1149.0,-876.7643856029345
2022-01-03 13:00:00,364.0,1787.0,0.0,138.0,20.0,25.0,673.0,15.0,1505.0,0.5,1.0,0,1,2740.0,1109.0,-790.7643856029345
2022-01-03 14:00:00,356.0,1909.0,0.0,150.0,20.0,25.0,582.0,18.0,1607.0,0.5,1.0,0,1,2758.0,1101.0,-772.7643856029345
2022-01-03 15:00:00,354.0,2110.0,0.0,154.0,55.0,25.0,407.0,16.0,1764.0,0.5,1.0,0,1,2775.0,1102.0,-755.7643856029345
2022-01-03 16:00:00,358.0,2095.0,227.0,725.0,161.0,26.0,134.0,19.0,1973.0,0.5,1.0,0,1,3623.0,1103.0,92.23561439706555
2022-01-03 17:00:00,368.0,1975.0,1492.0,1333.0,417.0,26.0,4.0,24.0,2336.0,1.0,1.0,0,1,6000.0,1106.0,2469.2356143970655
2022-01-03 18:00:00,374.0,2056.0,1537.0,1409.0,458.0,26.0,0.0,22.0,2571.0,1.0,1.0,0,1,6397.0,1144.0,2866.2356143970655
2022-01-03 19:00:00,371.0,2006.0,607.0,841.0,160.0,24.0,0.0,25.0,2736.0,1.0,1.0,0,1,4764.0,1167.0,1233.2356143970655
2022-01-03 20:00:00,369.0,2085.0,82.0,544.0,108.0,24.0,0.0,23.0,2840.0,1.0,1.0,0,1,3990.0,1170.0,459.23561439706555
2022-01-03 21:00:00,373.0,2169.0,276.0,475.0,290.0,24.0,0.0,25.0,2920.0,1.0,1.0,0,1,4383.0,1117.0,852.2356143970655
2022-01-03 22:00:00,377.0,1633.0,6.0,119.0,21.0,25.0,0.0,25.0,2997.0,1.0,1.0,0,1,3570.0,1056.0,39.23561439706555
2022-01-03 23:00:00,380.0,869.0,0.0,151.0,45.0,24.0,0.0,25.0,3072.0,1.0,1.0,0,1,3697.0,706.0,166.23561439706555
2022-01-04 00:00:00,377.0,402.0,0.0,158.0,58.0,25.0,0.0,25.0,3339.0,0.0,1.0,0,1,3982.0,420.0,451.23561439706555
2022-01-04 01:00:00,372.0,453.0,0.0,141.0,33.0,25.0,0.0,25.0,3702.0,0.0,1.0,0,1,4298.0,421.0,767.2356143970655
2022-01-04 02:00:00,366.0,400.0,0.0,89.0,20.0,25.0,0.0,25.0,3941.0,0.0,1.0,0,1,4466.0,418.0,935.2356143970655
2022-01-04 03:00:00,365.0,398.0,0.0,88.0,20.0,25.0,0.0,25.0,4012.0,0.0,1.0,0,1,4535.0,418.0,1004.2356143970655
2022-01-04 04:00:00,359.0,387.0,0.0,142.0,99.0,24.0,0.0,25.0,4041.0,0.0,1.0,0,1,4690.0,418.0,1159.2356143970655
2022-01-04 05:00:00,373.0,497.0,17.0,149.0,94.0,25.0,0.0,12.0,4035.0,0.0,1.0,0,1,4705.0,418.0,1174.2356143970655
2022-01-04 06:00:00,365.0,950.0,941.0,272.0,586.0,25.0,0.0,20.0,4003.0,0.0,1.0,0,1,6212.0,478.0,2681.2356143970655
2022-01-04 07:00:00,363.0,1338.0,1254.0,546.0,688.0,24.0,0.0,25.0,4254.0,0.0,1.0,0,1,7154.0,719.0,3623.2356143970655
2022-01-04 08:00:00,371.0,1530.0,1499.0,652.0,631.0,25.0,52.0,25.0,4292.0,0.5,1.0,0,1,7547.0,982.0,4016.2356143970655
2022-01-04 09:00:00,371.0,1613.0,1830.0,683.0,797.0,25.0,103.0,24.0,3696.0,0.5,1.0,0,1,7529.0,1027.0,3998.2356143970655
2022-01-04 10:00:00,361.0,1589.0,1885.0,886.0,944.0,25.0,124.0,15.0,3009.0,0.5,1.0,0,1,7249.0,1022.0,3718.2356143970655
2022-01-04 11:00:00,373.0,1566.0,1307.0,387.0,620.0,25.0,150.0,5.0,3660.0,0.5,1.0,0,1,6527.0,1051.0,2996.2356143970655
2022-01-04 12:00:00,369.0,1554.0,1279.0,354.0,493.0,26.0,262.0,4.0,3818.0,0.5,1.0,0,1,6605.0,1040.0,3074.2356143970655
2022-01-04 13:00:00,391.0,1541.0,1346.0,274.0,448.0,25.0,355.0,2.0,3896.0,0.5,1.0,0,1,6737.0,1033.0,3206.2356143970655
2022-01-04 14:00:00,379.0,1466.0,1194.0,235.0,458.0,26.0,397.0,8.0,4060.0,0.5,1.0,0,1,6757.0,1043.0,3226.2356143970655
2022-01-04 15:00:00,389.0,1548.0,1264.0,257.0,496.0,26.0,296.0,16.0,3989.0,0.5,1.0,0,1,6733.0,1069.0,3202.2356143970655
2022-01-04 16:00:00,388.0,1559.0,1501.0,341.0,700.0,24.0,101.0,17.0,3860.0,0.5,1.0,0,1,6932.0,1070.0,3401.2356143970655
2022-01-04 17:00:00,378.0,1493.0,1894.0,954.0,1039.0,21.0,3.0,24.0,3881.0,1.0,1.0,0,1,8194.0,1071.0,4663.235614397066
2022-01-04 18:00:00,376.0,1420.0,1723.0,793.0,1094.0,20.0,0.0,20.0,3528.0,1.0,1.0,0,1,7554.0,1075.0,4023.2356143970655
2022-01-04 19:00:00,389.0,1457.0,1286.0,379.0,556.0,20.0,0.0,15.0,3068.0,1.0,1.0,0,1,5713.0,1078.0,2182.2356143970655
2022-01-04 20:00:00,397.0,1440.0,863.0,239.0,471.0,22.0,0.0,19.0,2879.0,1.0,1.0,0,1,4890.0,1080.0,1359.2356143970655
2022-01-04 21:00:00,390.0,1331.0,236.0,159.0,224.0,21.0,0.0,17.0,3072.0,1.0,1.0,0,1,4119.0,1080.0,588.2356143970655
2022-01-04 22:00:00,378.0,820.0,153.0,113.0,164.0,19.0,0.0,18.0,3147.0,1.0,1.0,0,1,3992.0,1087.0,461.23561439706555
2022-01-04 23:00:00,394.0,451.0,65.0,110.0,221.0,21.0,0.0,15.0,2758.0,1.0,1.0,0,1,3584.0,1091.0,53.23561439706555
2022-01-05 00:00:00,415.0,423.0,0.0,119.0,99.0,22.0,0.0,9.0,2659.0,0.0,1.0,0,1,3323.0,1081.0,-207.76438560293445
2022-01-05 01:00:00,407.0,405.0,0.0,120.0,102.0,21.0,0.0,6.0,2571.0,0.0,1.0,0,1,3227.0,883.0,-303.76438560293445
2022-01-05 02:00:00,400.0,457.0,0.0,115.0,84.0,20.0,0.0,5.0,2307.0,0.0,1.0,0,1,2931.0,952.0,-599.7643856029345
2022-01-05 03:00:00,399.0,394.0,0.0,110.0,89.0,20.0,0.0,3.0,2368.0,0.0,1.0,0,1,2989.0,1021.0,-541.7643856029345
2022-01-05 04:00:00,400.0,437.0,5.0,164.0,151.0,21.0,0.0,1.0,2328.0,0.0,1.0,0,1,3070.0,1044.0,-460.76438560293445
2022-01-05 05:00:00,392.0,643.0,436.0,106.0,227.0,20.0,0.0,4.0,1988.0,0.0,1.0,0,1,3173.0,1384.0,-357.76438560293445
2022-01-05 06:00:00,387.0,1231.0,1615.0,224.0,642.0,18.0,0.0,6.0,1748.0,0.0,1.0,0,1,4640.0,1784.0,1109.2356143970655
2022-01-05 07:00:00,385.0,1638.0,1695.0,471.0,759.0,19.0,0.0,2.0,1897.0,0.0,1.0,0,1,5228.0,2448.0,1697.2356143970655
2022-01-05 08:00:00,384.0,1927.0,1602.0,735.0,723.0,20.0,87.0,6.0,2062.0,0.5,1.0,0,1,5619.0,2934.0,2088.2356143970655
2022-01-05 09:00:00,391.0,1899.0,1389.0,661.0,760.0,20.0,337.0,15.0,2278.0,0.5,1.0,0,1,5851.0,3098.0,2320.2356143970655
2022-01-05 10:00:00,385.0,2068.0,231.0,445.0,500.0,21.0,480.0,20.0,2793.0,0.5,1.0,0,1,4875.0,3362.0,1344.2356143970655
2022-01-05 11:00:00,391.0,2106.0,258.0,266.0,597.0,22.0,480.0,25.0,3233.0,0.5,1.0,0,1,5272.0,3619.0,1741.2356143970655
2022-01-05 12:00:00,386.0,2104.0,108.0,209.0,300.0,22.0,442.0,21.0,3725.0,0.5,1.0,0,1,5213.0,3814.0,1682.2356143970655
2022-01-05 13:00:00,382.0,2154.0,23.0,203.0,208.0,21.0,382.0,23.0,3965.0,0.5,1.0,0,1,5207.0,3991.0,1676.2356143970655
2022-01-05 14:00:00,391.0,2138.0,178.0,206.0,525.0,21.0,346.0,25.0,4014.0,0.5,1.0,0,1,5706.0,4019.0,2175.2356143970655
2022-01-05 15:00:00,390.0,2281.0,861.0,343.0,692.0,22.0,216.0,25.0,4082.0,0.5,1.0,0,1,6631.0,4043.0,3100.2356143970655
2022-01-05 16:00:00,382.0,2463.0,1457.0,767.0,924.0,23.0,76.0,25.0,4080.0,0.5,1.0,0,1,7734.0,4052.0,4203.235614397066
2022-01-05 17:00:00,393.0,2433.0,1676.0,1142.0,1083.0,23.0,2.0,25.0,4072.0,1.0,1.0,0,1,8416.0,4137.0,4885.235614397066
2022-01-05 18:00:00,397.0,2439.0,1901.0,1332.0,999.0,21.0,0.0,25.0,3787.0,1.0,1.0,0,1,8462.0,3912.0,4931.235614397066
2022-01-05 19:00:00,400.0,2481.0,1998.0,1324.0,1096.0,22.0,0.0,21.0,3391.0,1.0,1.0,0,1,8252.0,4316.0,4721.235614397066
2022-01-05 20:00:00,405.0,2501.0,1785.0,1099.0,672.0,22.0,0.0,8.0,3157.0,1.0,1.0,0,1,7148.0,4132.0,3617.2356143970655
2022-01-05 21:00:00,411.0,2380.0,1306.0,704.0,533.0,23.0,0.0,5.0,2762.0,1.0,1.0,0,1,5744.0,3533.0,2213.2356143970655
2022-01-05 22:00:00,412.0,1725.0,312.0,254.0,174.0,22.0,0.0,1.0,2587.0,1.0,1.0,0,1,3762.0,3368.0,231.23561439706555
2022-01-05 23:00:00,410.0,1259.0,69.0,197.0,157.0,23.0,0.0,0.0,2429.0,1.0,1.0,0,1,3285.0,2991.0,-245.76438560293445
2022-01-06 00:00:00,407.0,1193.0,4.0,152.0,157.0,23.0,0.0,0.0,2241.0,0.0,1.0,0,1,2984.0,2428.0,-546.7643856029345
2022-01-06 01:00:00,406.0,1101.0,0.0,155.0,107.0,23.0,0.0,0.0,2077.0,0.0,1.0,0,1,2768.0,2445.0,-762.7643856029345
2022-01-06 02:00:00,405.0,1292.0,0.0,137.0,193.0,22.0,0.0,0.0,1744.0,0.0,1.0,0,1,2501.0,2393.0,-1029.7643856029345
2022-01-06 03:00:00,405.0,1198.0,3.0,131.0,108.0,22.0,0.0,0.0,1563.0,0.0,1.0,0,1,2232.0,2384.0,-1298.7643856029345
2022-01-06 04:00:00,407.0,1211.0,55.0,139.0,329.0,21.0,0.0,0.0,1421.0,0.0,1.0,0,1,2372.0,2354.0,-1158.7643856029345
2022-01-06 05:00:00,406.0,1319.0,55.0,137.0,481.0,21.0,0.0,0.0,1196.0,0.0,1.0,0,1,2296.0,2496.0,-1234.7643856029345
2022-01-06 06:00:00,407.0,1596.0,209.0,313.0,708.0,22.0,0.0,0.0,999.0,0.0,1.0,0,1,2658.0,3117.0,-872.7643856029345
2022-01-06 07:00:00,403.0,1697.0,315.0,379.0,707.0,21.0,1.0,0.0,1177.0,0.0,1.0,0,1,3003.0,3864.0,-527.7643856029345
2022-01-06 08:00:00,407.0,1922.0,743.0,523.0,809.0,21.0,118.0,0.0,1209.0,0.5,1.0,0,1,3830.0,3984.0,299.23561439706555
2022-01-06 09:00:00,409.0,1934.0,619.0,547.0,942.0,21.0,438.0,0.0,992.0,0.5,1.0,0,1,3968.0,3868.0,437.23561439706555
2022-01-06 10:00:00,411.0,1816.0,570.0,347.0,819.0,23.0,674.0,0.0,830.0,0.5,1.0,0,1,3674.0,3842.0,143.23561439706555
2022-01-06 11:00:00,411.0,1896.0,471.0,317.0,719.0,22.0,767.0,0.0,761.0,0.5,1.0,0,1,3468.0,4225.0,-62.76438560293445
2022-01-06 12:00:00,408.0,1917.0,308.0,231.0,689.0,22.0,769.0,0.0,870.0,0.5,1.0,0,1,3297.0,4235.0,-233.76438560293445
2022-01-06 13:00:00,410.0,1797.0,1.0,204.0,407.0,22.0,725.0,0.0,991.0,0.5,1.0,0,1,2760.0,4222.0,-770.7643856029345
2022-01-06 14:00:00,410.0,1842.0,51.0,202.0,410.0,21.0,617.0,0.0,1050.0,0.5,1.0,0,1,2761.0,4014.0,-769.7643856029345
2022-01-06 15:00:00,409.0,1832.0,33.0,209.0,239.0,22.0,463.0,0.0,1080.0,0.5,1.0,0,1,2455.0,4210.0,-1075.7643856029345
2022-01-06 16:00:00,407.0,2171.0,873.0,643.0,944.0,22.0,183.0,0.0,1175.0,0.5,1.0,0,1,4247.0,4207.0,716.2356143970655
2022-01-06 17:00:00,413.0,2393.0,1279.0,1173.0,966.0,22.0,8.0,0.0,1465.0,1.0,1.0,0,1,5326.0,4258.0,1795.2356143970655
2022-01-06 18:00:00,412.0,2160.0,1175.0,1138.0,861.0,22.0,0.0,0.0,1729.0,1.0,1.0,0,1,5337.0,4283.0,1806.2356143970655
2022-01-06 19:00:00,409.0,2111.0,1717.0,1231.0,1050.0,22.0,0.0,0.0,1873.0,1.0,1.0,0,1,6302.0,4305.0,2771.2356143970655
2022-01-06 20:00:00,413.0,2058.0,1275.0,910.0,919.0,22.0,0.0,0.0,1969.0,1.0,1.0,0,1,5508.0,4342.0,1977.2356143970655
2022-01-06 21:00:00,413.0,2044.0,938.0,638.0,685.0,22.0,0.0,0.0,1971.0,1.0,1.0,0,1,4667.0,4353.0,1136.2356143970655
2022-01-06 22:00:00,412.0,1591.0,600.0,556.0,703.0,23.0,0.0,2.0,2046.0,1.0,1.0,0,1,4342.0,4295.0,811.2356143970655
2022-01-06 23:00:00,409.0,1092.0,25.0,104.0,160.0,22.0,0.0,19.0,2184.0,1.0,1.0,0,1,2923.0,3898.0,-607.7643856029345
2022-01-07 00:00:00,407.0,886.0,0.0,113.0,105.0,22.0,0.0,24.0,2397.0,0.0,1.0,0,1,3068.0,3611.0,-462.76438560293445
2022-01-07 01:00:00,410.0,864.0,0.0,104.0,136.0,22.0,0.0,20.0,2506.0,0.0,1.0,0,1,3198.0,2582.0,-332.76438560293445
2022-01-07 02:00:00,413.0,855.0,0.0,109.0,85.0,22.0,0.0,18.0,2478.0,0.0,1.0,0,1,3125.0,2369.0,-405.76438560293445
2022-01-07 03:00:00,416.0,897.0,0.0,104.0,85.0,21.0,0.0,25.0,2372.0,0.0,1.0,0,1,3023.0,2404.0,-507.76438560293445
2022-01-07 04:00:00,418.0,1024.0,0.0,100.0,85.0,21.0,0.0,25.0,2495.0,0.0,1.0,0,1,3144.0,2401.0,-386.76438560293445
2022-01-07 05:00:00,412.0,1250.0,0.0,112.0,174.0,21.0,0.0,22.0,2686.0,0.0,1.0,0,1,3427.0,2798.0,-103.76438560293445
2022-01-07 06:00:00,412.0,1681.0,3.0,203.0,293.0,21.0,0.0,21.0,2842.0,0.0,1.0,0,1,3795.0,3009.0,264.23561439706555
2022-01-07 07:00:00,417.0,1882.0,780.0,446.0,648.0,20.0,1.0,18.0,2723.0,0.0,1.0,0,1,5053.0,3454.0,1522.2356143970655
2022-01-07 08:00:00,421.0,1913.0,965.0,738.0,801.0,22.0,107.0,19.0,2658.0,0.5,1.0,0,1,5731.0,3539.0,2200.2356143970655
2022-01-07 09:00:00,419.0,1821.0,320.0,479.0,593.0,21.0,434.0,23.0,2537.0,0.5,1.0,0,1,4826.0,3441.0,1295.2356143970655
2022-01-07 10:00:00,421.0,1606.0,135.0,250.0,477.0,22.0,695.0,14.0,2429.0,0.5,1.0,0,1,4443.0,3426.0,912.2356143970655
2022-01-07 11:00:00,409.0,1766.0,0.0,209.0,178.0,22.0,816.0,10.0,2166.0,0.5,1.0,0,1,3810.0,3530.0,279.23561439706555
2022-01-07 12:00:00,398.0,1600.0,0.0,192.0,177.0,21.0,857.0,10.0,1640.0,0.5,1.0,0,1,3295.0,3640.0,-235.76438560293445
2022-01-07 13:00:00,398.0,1705.0,0.0,150.0,189.0,22.0,827.0,14.0,1261.0,0.5,1.0,0,1,2861.0,3791.0,-669.7643856029345
2022-01-07 14:00:00,361.0,1694.0,0.0,149.0,175.0,22.0,751.0,22.0,1002.0,0.5,1.0,0,1,2482.0,3786.0,-1048.7643856029345
2022-01-07 15:00:00,357.0,1590.0,0.0,180.0,201.0,22.0,562.0,18.0,942.0,0.5,1.0,0,1,2282.0,3801.0,-1248.7643856029345
2022-01-07 16:00:00,357.0,1988.0,710.0,636.0,685.0,23.0,227.0,18.0,918.0,0.5,1.0,0,1,3574.0,3909.0,43.23561439706555
2022-01-07 17:00:00,356.0,1892.0,1205.0,1283.0,869.0,22.0,10.0,16.0,1189.0,1.0,1.0,0,1,4950.0,3987.0,1419.2356143970655
2022-01-07 18:00:00,357.0,2008.0,1160.0,1333.0,956.0,23.0,0.0,17.0,1277.0,1.0,1.0,0,1,5123.0,3878.0,1592.2356143970655
2022-01-07 19:00:00,360.0,2016.0,1068.0,1230.0,877.0,22.0,0.0,13.0,1219.0,1.0,1.0,0,1,4789.0,4072.0,1258.2356143970655
2022-01-07 20:00:00,355.0,1998.0,553.0,1054.0,829.0,22.0,0.0,15.0,1074.0,1.0,1.0,0,1,3902.0,4115.0,371.23561439706555
2022-01-07 21:00:00,354.0,1940.0,827.0,956.0,886.0,21.0,0.0,9.0,861.0,1.0,1.0,0,1,3914.0,3791.0,383.23561439706555
2022-01-07 22:00:00,353.0,1664.0,18.0,362.0,444.0,21.0,0.0,3.0,661.0,1.0,1.0,0,1,1862.0,3467.0,-1668.7643856029345
2022-01-07 23:00:00,354.0,1431.0,812.0,369.0,879.0,21.0,0.0,3.0,586.0,1.0,1.0,0,1,3024.0,2440.0,-506.76438560293445
2022-01-08 00:00:00,353.0,1226.0,389.0,286.0,681.0,22.0,0.0,2.0,474.0,0.0,1.0,0,1,2207.0,1624.0,-1323.7643856029345
2022-01-08 01:00:00,356.0,962.0,95.0,152.0,195.0,22.0,0.0,2.0,362.0,0.0,1.0,0,1,1184.0,1611.0,-2346.7643856029345
2022-01-08 02:00:00,354.0,819.0,119.0,112.0,102.0,22.0,0.0,0.0,289.0,0.0,1.0,0,1,998.0,1609.0,-2532.7643856029345
2022-01-08 03:00:00,353.0,673.0,0.0,109.0,87.0,21.0,0.0,0.0,273.0,0.0,1.0,0,1,843.0,1739.0,-2687.7643856029345
2022-01-08 04:00:00,354.0,645.0,0.0,100.0,84.0,22.0,0.0,0.0,327.0,0.0,1.0,0,1,887.0,1763.0,-2643.7643856029345
2022-01-08 05:00:00,348.0,632.0,0.0,99.0,102.0,21.0,0.0,0.0,431.0,0.0,1.0,0,1,1001.0,1664.0,-2529.7643856029345
2022-01-08 06:00:00,345.0,718.0,14.0,115.0,174.0,20.0,0.0,0.0,531.0,0.0,1.0,0,1,1199.0,2615.0,-2331.7643856029345
2022-01-08 07:00:00,348.0,710.0,518.0,426.0,683.0,21.0,1.0,0.0,663.0,0.0,1.0,0,1,2660.0,3621.0,-870.7643856029345
2022-01-08 08:00:00,353.0,811.0,603.0,882.0,723.0,23.0,135.0,0.0,732.0,0.5,1.0,0,1,3451.0,3877.0,-79.76438560293445
2022-01-08 09:00:00,354.0,725.0,323.0,825.0,838.0,25.0,471.0,0.0,822.0,0.5,1.0,0,1,3658.0,3924.0,127.23561439706555
2022-01-08 10:00:00,358.0,733.0,112.0,595.0,231.0,27.0,720.0,1.0,821.0,0.5,1.0,0,1,2865.0,3876.0,-665.7643856029345
2022-01-08 11:00:00,374.0,536.0,0.0,304.0,180.0,26.0,817.0,0.0,719.0,0.5,1.0,0,1,2420.0,3801.0,-1110.7643856029345
2022-01-08 12:00:00,391.0,419.0,97.0,279.0,168.0,26.0,809.0,1.0,843.0,0.5,1.0,0,1,2614.0,3801.0,-916.7643856029345
2022-01-08 13:00:00,405.0,501.0,40.0,207.0,86.0,27.0,779.0,0.0,1181.0,0.5,1.0,0,1,2725.0,3833.0,-805.7643856029345
2022-01-08 14:00:00,405.0,414.0,0.0,131.0,86.0,25.0,669.0,1.0,1822.0,0.5,1.0,0,1,3139.0,3777.0,-391.76438560293445
2022-01-08 15:00:00,400.0,412.0,0.0,142.0,99.0,28.0,456.0,3.0,2275.0,0.5,1.0,0,1,3403.0,3742.0,-127.76438560293445
2022-01-08 16:00:00,400.0,520.0,8.0,247.0,193.0,28.0,190.0,3.0,2507.0,0.5,1.0,0,1,3576.0,3902.0,45.23561439706555
2022-01-08 17:00:00,399.0,472.0,135.0,348.0,232.0,28.0,13.0,5.0,2876.0,1.0,1.0,0,1,4036.0,3811.0,505.23561439706555
2022-01-08 18:00:00,400.0,406.0,127.0,764.0,683.0,29.0,0.0,4.0,3013.0,1.0,1.0,0,1,5020.0,3998.0,1489.2356143970655
2022-01-08 19:00:00,409.0,475.0,303.0,968.0,743.0,28.0,0.0,4.0,2917.0,1.0,1.0,0,1,5372.0,4011.0,1841.2356143970655
2022-01-08 20:00:00,411.0,522.0,592.0,1170.0,720.0,28.0,0.0,5.0,2812.0,1.0,1.0,0,1,5738.0,4057.0,2207.2356143970655
2022-01-08 21:00:00,409.0,419.0,109.0,635.0,482.0,26.0,0.0,3.0,2751.0,1.0,1.0,0,1,4415.0,4298.0,884.2356143970655
2022-01-08 22:00:00,415.0,369.0,4.0,259.0,340.0,27.0,0.0,2.0,2757.0,1.0,1.0,0,1,3804.0,3829.0,273.23561439706555
2022-01-08 23:00:00,415.0,289.0,0.0,197.0,180.0,27.0,0.0,7.0,2730.0,1.0,1.0,0,1,3556.0,2749.0,25.235614397065547
2022-01-09 00:00:00,414.0,170.0,0.0,173.0,34.0,27.0,0.0,9.0,2758.0,0.0,1.0,0,1,3415.0,1670.0,-115.76438560293445
2022-01-09 01:00:00,413.0,166.0,0.0,169.0,33.0,27.0,0.0,7.0,2837.0,0.0,1.0,0,1,3486.0,1599.0,-44.76438560293445
